,GRAPH_IDX,NUM_NODES,LOG_NUM_EDGES,IS_CONNECTED,LOGRATIO_EDGETONODES,DENSITY,LOG_CHROMATIC_NUM,NORM_MIS,GRAPH_ASSORTATIVITY,SPECTRAL_GAP,LOG_LARGESTEIGVAL,LOG_SECONDLARGESTEIGVAL,LOG_SMALLESTEIGVAL,MIN_ECC,MAX_ECC,LOGRATIO_MAXMINECC,GIRTH,LOG_KEMENY_CONSTANT,TRANSITIVITY,CALCULATED_RATIO,percent_cut,percent_positive_lower_triangular,percent_close1_lower_triangular,percent_close3_lower_triangular,expected_costGW_over_sdp_cost,std_costGW_over_sdp_cost
1033,graph_1033,20,5.099866427824199,1,-1.3665179247893973,0.8631578947368421,2.772588722239781,0.2,-0.31286971,0.1820710034229136,(0.2823926551848271+0j),(0.13473051697250013+0j),(-0.1457833064931015+0j),1,2,0.6931471805599453,3,2.9000212464711295,0.8994285714285715,1.0103092783505154,0.5990856728029679,0.2825,0.8975,0.8575,0.9564168127661808,0.13137374971425048
1034,graph_1034,20,5.099866427824199,1,-1.3665179247893973,0.8631578947368421,2.772588722239781,0.2,-0.31286971,0.1820710034229136,(0.2823926551848271+0j),(0.13473051697250013+0j),(-0.1457833064931015+0j),1,2,0.6931471805599453,3,2.9000212464711295,0.8994285714285715,1.0103092783505154,0.5990856728029679,0.2825,0.8975,0.8575,0.9523862804801324,0.13954069423357063
1035,graph_1035,20,5.099866427824199,1,-1.3665179247893973,0.8631578947368421,2.772588722239781,0.2,-0.31286971,0.1820710034229136,(0.2823926551848271+0j),(0.13473051697250013+0j),(-0.1457833064931015+0j),1,2,0.6931471805599453,3,2.9000212464711295,0.8994285714285715,1.0103092783505154,0.5990856728029679,0.2825,0.8975,0.8575,0.9595923836582191,0.125491454883763
1036,graph_1036,20,5.099866427824199,1,-1.3665179247893973,0.8631578947368421,2.772588722239781,0.2,-0.31286971,0.1820710034229136,(0.2823926551848271+0j),(0.13473051697250013+0j),(-0.1457833064931015+0j),1,2,0.6931471805599453,3,2.9000212464711295,0.8994285714285715,1.0103092783505154,0.5990856728029679,0.2825,0.8975,0.8575,0.9496381902850993,0.14373670504787434
1037,graph_1037,20,5.099866427824199,1,-1.3665179247893973,0.8631578947368421,2.772588722239781,0.2,-0.31286971,0.1820710034229136,(0.2823926551848271+0j),(0.13473051697250013+0j),(-0.1457833064931015+0j),1,2,0.6931471805599453,3,2.9000212464711295,0.8994285714285715,1.0103092783505154,0.5990856728029679,0.2825,0.8975,0.8575,0.9688544654266639,0.1101993432535457
1038,graph_1038,20,5.099866427824199,1,-1.3665179247893973,0.8631578947368421,2.772588722239781,0.2,-0.31286971,0.1820710034229136,(0.2823926551848271+0j),(0.13473051697250013+0j),(-0.1457833064931015+0j),1,2,0.6931471805599453,3,2.9000212464711295,0.8994285714285715,1.0103092783505154,0.5990856728029679,0.2825,0.8975,0.8575,0.9577705016400305,0.12815806971123264
1039,graph_1039,20,5.099866427824199,1,-1.3665179247893973,0.8631578947368421,2.772588722239781,0.2,-0.31286971,0.1820710034229136,(0.2823926551848271+0j),(0.13473051697250013+0j),(-0.1457833064931015+0j),1,2,0.6931471805599453,3,2.9000212464711295,0.8994285714285715,1.0103092783505154,0.5990856728029679,0.2825,0.8975,0.8575,0.9571191024826894,0.12871735800399822
1040,graph_1040,20,5.099866427824199,1,-1.3665179247893973,0.8631578947368421,2.772588722239781,0.2,-0.31286971,0.1820710034229136,(0.2823926551848271+0j),(0.13473051697250013+0j),(-0.1457833064931015+0j),1,2,0.6931471805599453,3,2.9000212464711295,0.8994285714285715,1.0103092783505154,0.5990856728029679,0.2825,0.8975,0.8575,0.9541878062746539,0.13650589711204397
1041,graph_1041,20,5.099866427824199,1,-1.3665179247893973,0.8631578947368421,2.772588722239781,0.2,-0.31286971,0.1820710034229136,(0.2823926551848271+0j),(0.13473051697250013+0j),(-0.1457833064931015+0j),1,2,0.6931471805599453,3,2.9000212464711295,0.8994285714285715,1.0103092783505154,0.5990856728029679,0.2825,0.8975,0.8575,0.9569358964696871,0.13573443813055014
1042,graph_1042,20,3.970291913552122,1,-1.6168926516960842,0.2789473684210526,1.3862943611198906,0.8,-0.89156849,0.7306939962149988,(0.6380976062804578+0j),(0.15029966794431138+0j),(-0.11394222656490881+0j),1,2,0.6931471805599453,3,2.9155755655493305,0.2757352941176471,1.3888888888888888,0.9433930846753309,0.3125,0.95,0.8675,0.9990233269915897,0.017556812154730844
