Run Index,Point,Objective Value
1,"[-3.6818736741260905, 3.3325170571006484, -2.9483411766161485, 1.223069596606743, -3.1562747012255343, -2.020978209246946, 0.8831089561361858, -4.267643102041693, -0.8470253925916472, 2.3976397027123157, -3.434951212123922, 3.2469102021947664, 3.0465283115402997, -2.3002181841340246, -2.3713956165435084, -1.2250656233425048, 0.26112175315989505, -4.192528853406526, 2.411360710533387, -0.827810498419344, -2.5507420207625624, 0.5320716655569369, 1.878811467663351, 0.04487011778147609, -1.9609983366901922, -3.8539809214250846, 0.02925917332270489, -0.5147222986219984, 1.1121248569254913, 0.483378647079073, -3.573866136283988, 1.1353225047759135, -3.245693247848862, 2.461239925416079, 1.6074190761606681, 1.5215008190921016, 1.1642284203298208, 2.9318640134833744, 1.8924293684580524, -0.005168893024633858, -2.511662962112654, -1.3914221032433325, -1.4564259349116289, -0.6337366924641401, 0.5393025004178569, 1.6479645253122994, 0.6811649635648038, -3.4269760512154224, 0.9844987934389158, 1.9503091116444826, 2.0672470993314356, -3.9570480631630223, 1.9613708793137872, -2.1664611623790364, 3.4079391398463135, 2.725022074378475, 0.43463868280534745, -0.3251687277433106, 3.653061742911604, -1.502662633103481, -1.3079533836246153, -3.128616157705406, -3.538024298337923, 3.2033949418670864]",1.0333333333333334
1,"[-4.416653933724158, 0.8771277316958521, 1.2214055005473097, -2.2247711571220417, -2.869958418971328, 0.056098735287638535, 2.467080849636247, -0.7822079571906912, 2.1088435095960048, -1.2528139279094659, -3.916577264628712, 2.2876123557541765, 2.884007653388852, -2.8613745240080295, 0.7254581031992902, -1.1884630305855248, 0.02517837882332713, -3.2629548460480544, 0.0659998990060442, -1.046720579525789, -2.9302232345247248, 0.666194838628186, 2.3806926645175195, -1.617020454790607, -2.4893061467058684, -0.6057647953342945, -0.0813357626598763, -1.0072442217279822, 0.008615207220357801, 0.5249830508173545, -3.2916472126470406, 1.043221939790431, 0.6992205773842812, -0.8686309503893979, 0.6306200800035735, 1.997981562346899, -2.2268963542850595, 0.12479313877236264, -1.3671002578811122, -2.489334118130296, -3.0738781061916276, -0.03662270984057231, 1.2318372916284956, -0.24788305028779511, 3.6262653587892526, -4.573901387437741, 3.0293365732610678, -0.18836594716057808, 1.728614944794692, -1.2543748155298127, 3.5170564358185428, -3.9212481911051564, -0.31872976945646336, -2.406911560668986, 2.5630950306715494, 3.068967878780004, -1.3077505786220631, -1.1381500283438415, 1.3002246966230064, -0.3177250598462855, -1.193844914378918, -2.2784794497014165, -3.857938633045181, 1.7017619870932532]",1.032258064516129
1,"[-4.082810405196576, 1.3243729549816976, -0.4684767573677452, -1.9481437209472487, -2.8186432640540597, -0.8479012895695216, 2.7088242711397514, -0.821613035044559, 1.0537186431500936, 0.6863232258857583, -4.10842245580746, 1.118639432232158, 1.6734975259537905, 2.036683731197045, -1.7249692241995835, -3.7051348846208922, 0.1526285755523338, -2.443348453721847, -1.2853392876459153, 1.5727529865925165, -2.1250598970706305, 0.3541781651619027, 0.830903140641273, 0.16067572973668764, -0.6582103291446402, 0.24863219153560168, -0.04055501301904041, 2.243309502564604, 1.6629394002352278, 2.452993222326855, -1.320411637473725, 1.9994113842006311, -2.9994760419747073, 1.3381752494698582, -0.6481649980824293, -0.6294198193472897, -1.5374945533909947, 1.6326053712755275, 1.919898430968619, -0.9174002589629979, -3.6931198784117107, 2.2538996359312504, 3.0709323157227315, -2.44401610332958, 2.2715275412419036, -3.7110427520668665, -1.9565446827838155, -2.086623773722845, 1.6788788207110423, -2.595720539090237, 3.5335511456356485, -3.976779090507409, 0.8622822128435763, -1.3703676633765003, 3.4122958433986494, 3.3589993788268124, -2.738006175122672, 0.17194503178951853, 2.866847269912821, -0.45640451890835276, 0.7997558231011316, -0.0939935270886394, -3.784262957286522, 0.6471454765427587]",1.032258064516129
1,"[-3.9877577337184995, 1.2670616080893795, -3.237954582633747, 1.4212512723432291, -3.129087946017801, -0.8478789908108477, 3.696926353654184, -3.056197585683467, -0.8064216499425475, 2.2150428415337213, -2.937685437192045, 0.9971017421648658, 1.1654294827793505, -3.618149561902419, 2.4243338570419337, 0.31291573844111864, 0.03330566209001695, -4.215424229008459, 1.9057163725355442, -0.8226388274890817, -3.1601114009266413, -2.9932397451644563, 3.3328842865788992, -2.5865456341924684, -2.4517421501674512, -1.676996152669003, 0.029523524388665706, 0.9196768186311028, 0.8529146442101035, 2.2257178282878156, -3.2384738204374375, 0.15043707982815757, 0.16774863162649956, 0.34988525614012966, 1.0323333648878017, 2.956545026748306, 0.4231565307880635, 2.3551353924207197, 3.4327917528640124, -1.0409409051236236, -3.141009278443106, -1.7703188916896528, -2.313241104194263, -1.676370244626174, -1.2438711856613596, -4.296541547937065, -1.1560731745571762, -2.5432251572765288, 0.28171601384953115, -1.7534154871361627, 2.9213839854695722, -3.854179800794503, 0.72996864327035, -2.4921600437066322, 2.773712173396272, 3.299977978897165, -0.3261436694498845, 0.3331066601640449, 1.9891733392950166, 1.5841632601954576, -3.9342025743160116, -1.987773639071468, -3.922453223890473, 2.6390561803202517]",1.032258064516129
1,"[-3.81105690030961, 1.7725161170462451, -2.184106816874812, 2.98817134783776, -3.10920447768618, -1.6568360374528117, 0.9471523785067991, -2.5606383620957773, -0.8068362931090343, 1.8483709298236464, -0.9203432644898437, 2.9802349454764667, 0.6553088351968779, -2.0283718766637655, 3.757108399196106, -2.0711413343886163, 0.07900826895377522, -3.5208846789253974, 0.5331812171829664, 1.5369099292550712, -1.6276775794824832, -2.3508619346823765, 1.5290472704596036, -3.4039448727959067, -1.4783031444121584, -2.2449108916740705, -0.004686053566959614, -1.2788102137660808, 1.024061736709589, -0.8274852362072753, -0.8375449795883587, -0.10715982662478118, -0.1368845768657519, -0.3157058688784917, 1.4651808499419772, -0.8645769119689941, 0.7291847718423774, 0.01931317145191036, -0.5048672204077047, -2.316154561529333, -4.251375588345656, 1.0917825758734043, -0.20565130337944065, -2.406767121061714, -0.1677907144886681, -2.3751003752276607, 1.3509610080501406, -2.5518334090329153, 0.8053855190565373, 0.3684085786359772, 3.184871739571232, -2.8349299147495977, 4.107878923971688, -2.789041493759033, 3.3431357240083193, 2.6513940770644546, -0.45691258565700665, 0.5938249587323337, 1.4826251357066114, 2.261038166670554, -1.6702333636872666, -1.8334896418380329, -3.242378760473004, 2.572840762741494]",1.032258064516129
1,"[-2.9810222043630494, 2.2046359733707264, -2.27427334752352, 2.1364061756323105, -3.09234132127711, -1.595422168569117, 0.13429135454588104, -1.6567808885829016, -0.29354952809658896, 1.5961908463984615, -2.034069627738847, 3.231337574603565, 2.8737344763212165, -1.9264870942037342, 1.3043475328975367, -2.9389466391207564, 0.11962779082445385, -4.128055645549595, 2.026187787163448, 2.1419089117951122, -2.001911633645816, -1.0340185872909535, 3.0962572465047367, -1.6276425071529759, -1.631369264407303, -0.6691035503692246, 0.08325423665182884, -1.0624891968753014, 1.980139722463036, 0.5358269359318009, -1.795591096999405, -0.3573452230116034, 0.22457891402751506, 0.7000309178344957, 1.413725332880982, -1.0763511911533339, -1.5403143178575915, 2.1787007000104723, -1.4341855706989382, -0.4678440377775728, -2.276516831648867, -0.8679124272128788, -1.1217308632978908, -2.9561144875011127, -1.3244866341835624, -1.5991594039125339, 2.586180354158029, -2.766644064509961, 1.2995713115405314, -2.161652767398976, 3.2573511974017997, -3.6463401662496615, 2.4380285265827837, -1.8105544365333672, 2.7134072785530305, 3.2490750538631596, -1.7801158168117477, 1.8303251132179232, 3.6940251037758074, 2.619595665721321, -3.8648918337401748, 0.3763664788303631, -3.942944646984988, 2.407704998637045]",1.032258064516129
1,"[-4.507417653627367, 2.757918224121471, -2.2434157626715243, 1.9854567511385959, -3.227647813646317, -1.110282946366867, 1.8225916031234237, -0.9656277833005955, -1.8129607996133916, 0.6780479172650133, -1.2228755903000081, 1.363468182417476, -0.1252606125554685, -3.5835178035040234, 2.7367981998993645, -1.0535229634837506, 0.09174982867034598, -2.11667821377268, 1.1944867008586653, 0.4391924986200749, -2.1391504979500238, -0.9016086101457126, 3.187928737285616, -3.729879581768032, -1.4193211237348429, -2.3520163894526287, 0.014398428599643937, -0.825192586059806, 0.9222629765123328, 1.4836540670625378, -2.028422274227667, 2.5236564363783183, -1.670280678473455, 1.9909359291085236, -0.18118229054758594, 1.1843050116164833, -0.09762029349079276, 2.3268825114838636, 0.49713026756054857, -3.067393309678797, -3.708491682431055, -0.9529713893076767, -1.1778947297357334, -1.9749172629308411, -0.7943467376366325, -2.9500325062139665, 1.108630013044889, -1.1432957015798375, 0.9179598690906783, -1.206557404734236, 2.9717902212915424, -2.1077505377306687, 2.231593948940086, -2.117977281886005, 1.150106165467745, 3.308703853383874, 2.1235434419577057, -1.0495647751472077, 3.341236410732015, 2.5007330276100603, -2.173532262657277, -1.9617128885131205, -3.8148321043421123, 1.0241724634515292]",1.032258064516129
1,"[-4.047360101008415, 3.7000271648925334, -3.2066570312220875, -0.2194778594889517, -2.7798681726526135, -0.7091501443479357, 0.5296566936067115, -3.73882713121638, -2.66043602200043, 2.1155614751300877, -1.8841788900843641, 0.6619478582798248, 1.4865036537882848, -3.3435182215095325, 2.8654608324691218, -1.1730732722730006, -0.059959563493644286, -3.219434119478487, 1.3910764274618022, 0.9010492633473417, -2.271915514236944, -1.7876737538606555, 2.49185872605456, -3.27309046580334, -1.725293424718235, -0.7172078886488383, 0.05666521705000397, -1.221129005011552, 2.287870550900915, 0.5169043998467886, -4.26991058774338, -1.1076658230499916, -1.229203836743075, 2.3968272215294, -0.22633557808725646, 1.7493263899776323, -0.9275557758318912, 2.2653665482839846, 0.3439932670854624, -0.7273170635214845, -3.585181377950397, 1.6914037071220769, -2.8253466607219653, -0.3788804319024237, 0.28748554685043015, -2.4640365423131096, 2.4730350360614786, -3.0186784983637365, 2.589359273845632, -1.5954306641001734, 1.617980950885504, -2.964943069249141, 1.9109546614490982, -1.4948668423738178, 3.023279729433923, 2.4227109984674358, -0.6999221648151436, 1.863154680872543, 1.0968105005768265, 0.6092803480647428, -2.271210225548182, -1.257121084159138, -2.7653814775841727, 2.8357801699766045]",1.032258064516129
1,"[-2.761712292678865, 1.9872058173319471, -2.612983835390267, 1.5043339088484553, -2.0773186324159454, 0.15332051012012693, -0.07276749895387824, -5.059435605020067, -0.7446887048653833, 2.2603426645526046, -1.8842121895263262, 1.6173517202849965, 0.8790028255942726, -2.597517918616232, 2.6165407169221266, -1.3807519442669132, 0.17735507039595166, -2.599157726318071, 0.8851531288769303, 1.8230250790842546, -2.981622766664691, -1.1571331246612722, 3.278146106813207, -3.6864621733478904, -1.0815611777341778, -3.315353346925333, -0.038531924575518905, -0.35204913756153944, -1.3812659379411962, 1.1733941017746594, -2.8446816162469766, 1.1756253838250745, 0.8842093460650338, 1.4001040978835702, 2.9216602924673936, 0.3774198597966365, -1.8254029677124712, 1.4607766375623465, 1.5363259976583963, -2.9215562141757125, -4.005851639906664, -2.368500220373287, 0.7554506195869217, -2.3669864334448523, 2.549359748861561, -1.945618357908748, 1.295458610291199, -3.4537486301491316, 0.4366560170975287, -0.15938597532096677, 2.0989603883680195, -2.250718728921227, 2.858562080008027, -2.391137207631979, 3.386862459157213, 3.522918502595934, 1.4480462226619075, -2.159073861909002, 2.354735319355913, 3.8008712996501206, -1.5561868174145477, -1.8258489190110603, -3.046066308834508, 2.5913553236019857]",1.032258064516129
1,"[-3.031442271974154, 3.9799416012377207, -3.0684615372923862, 2.5546609456246374, -3.4123999052315543, -1.826454207156529, -0.9910829895337037, -2.1398692775305177, 0.2984199426338259, 2.37413662090932, -2.953907820287718, 0.8540199809251314, 3.1480001334439196, -3.641733964437908, 0.3656499594188589, -3.360221468549775, 0.0561988185016129, -2.122091694141204, 1.0757344829698643, 0.9401887924634822, -2.053600716595965, -1.0961857448186687, 3.073635585087352, -1.5477336720130364, -2.1658302949485178, -1.9939145289713087, -0.02457909238549416, -0.11241082936899272, 1.9602672192747654, 1.767898596374296, -3.3728891943292725, -1.1243010886339184, -2.1584496992884823, 0.021027456630863917, 1.4423122953293133, 1.6523751854280255, 0.07327112541118797, 1.679383678557584, -0.05084418354692721, -1.2099397192287538, -3.7956873956919495, 0.8536880879351565, -1.6221682334751588, -2.871768631223686, 2.29191002294946, -3.7024423915769598, 2.72429087474433, -1.6967996235972038, -0.06392669930170358, 2.039643654036405, 3.462076854733685, -3.424569643289235, 3.8100947473960707, -1.8464961507492932, 3.203796824932467, 2.845964154450715, 3.2871529654433793, -0.30032389115482955, 3.0220991499009955, 1.9598801555369008, -1.651003204375956, -1.184309073162089, -3.992078651320921, 2.6065975149077207]",1.03125
